[2025-05-09 14:00:12] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:16:05] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:16:05] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:16:05] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:16:05] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:16:05] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:16:05] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:16:05] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:16:05] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:16:05] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:16:05] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:16:05] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:16:05] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:16:05] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:16:05] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:16:05] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:16:39] WARNING | django.request | log | Not Found: /api/v1/claim/verify/
[2025-05-15 23:16:39] WARNING | django.server | basehttp | "POST /api/v1/claim/verify/ HTTP/1.1" 404 68
[2025-05-15 23:17:25] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:17:25] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:17:25] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:17:25] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:17:25] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:17:25] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:17:25] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:17:25] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:20:34] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:20:34] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:20:34] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:20:34] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:20:34] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:20:34] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:20:34] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:20:34] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:23:51] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:23:51] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:23:51] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:23:51] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:23:51] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:23:51] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:23:51] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:23:51] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:23:52] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:23:52] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:23:52] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-15 23:23:52] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-15 23:23:52] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:23:52] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-15 23:23:52] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-15 23:23:52] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:04:17] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:04:17] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:04:18] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:04:18] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:04:18] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:04:18] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:04:18] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:04:18] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:04:19] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:04:19] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:04:19] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:04:19] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:04:19] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:04:19] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:04:19] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:04:19] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:27:31] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:27:31] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:27:31] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:27:31] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:27:31] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:27:31] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:27:31] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:27:31] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:27:32] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:27:32] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:27:32] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 00:27:32] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:27:32] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 00:27:32] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 00:27:32] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 00:27:32] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:46:24] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:46:24] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:46:24] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:46:24] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:46:24] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:46:24] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:46:24] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:46:24] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:48:55] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:48:55] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:48:55] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:48:55] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:48:55] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:48:55] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:48:55] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:48:55] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:48:56] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:48:56] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:48:56] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:48:56] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:48:56] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:48:56] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:48:56] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:48:56] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:49:36] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:49:36] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:49:36] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:49:37] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:49:37] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:49:37] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:49:37] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:49:37] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:49:37] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:49:37] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:49:37] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:49:37] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:49:37] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:49:37] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:49:37] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:49:37] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:10] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:10] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:10] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:10] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:10] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:10] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:10] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:10] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:16] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:16] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:16] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:16] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:16] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:16] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:16] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:16] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:21] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:22] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:22] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:22] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:22] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:22] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:22] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:22] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:33] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:33] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:33] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:33] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:33] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:33] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:33] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:33] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:38] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:38] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:38] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:38] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:38] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:38] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:38] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:38] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:55] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:55] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:50:55] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:55] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:55] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:50:55] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:50:55] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:50:55] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:51:09] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:51:09] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 01:51:09] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:51:09] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:51:09] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 01:51:09] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 01:51:09] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 01:51:09] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:01:51] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:01:51] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:01:51] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:01:51] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:01:51] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:01:51] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:01:51] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:01:51] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:02:10] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:02:10] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:02:10] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:02:10] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:02:11] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:02:11] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:02:11] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:02:11] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:02:54] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:02:54] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:02:54] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:02:54] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:02:54] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:02:54] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:02:54] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:02:54] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:03:03] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:03:03] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:03:03] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:03:03] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:03:03] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:03:03] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:03:03] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:03:03] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:03:06] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:03:06] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:03:06] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:03:06] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:03:06] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:03:06] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:03:06] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:03:06] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:20:15] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:20:15] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:20:15] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:20:15] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:20:15] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:20:15] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:20:15] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:20:15] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:20:25] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:20:25] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:20:25] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:20:25] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:20:25] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:20:25] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:20:25] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:20:25] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:22:01] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:22:01] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:22:01] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:22:01] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:22:01] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:22:01] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:22:01] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:22:01] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:22:41] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:22:41] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:22:41] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:22:41] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:22:41] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:22:41] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:22:41] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:22:41] ERROR | django.server | basehttp | "POST /api/v1/auth/refresh/ HTTP/1.1" 500 93
[2025-05-16 02:22:53] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:22:53] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
[2025-05-16 02:22:53] WARNING | django.request | log | Unauthorized: /api/v1/auth/isAuthenticated/
[2025-05-16 02:22:53] ERROR | django.request | log | Internal Server Error: /api/v1/auth/refresh/
[2025-05-16 02:22:53] WARNING | django.server | basehttp | "GET /api/v1/auth/isAuthenticated/ HTTP/1.1" 401 58
